# lambda   continuum             lines                
  1240     1.49369583888852E-5   2.90791649355868E-5  
  1242     1.4899452517353E-5    2.73088056616192E-5  
  1244     1.48621009412984E-5   2.56365183438893E-5  
  1246     1.48249027794297E-5   2.4081495011557E-5   
  1248     1.47878571568922E-5   2.26568862988141E-5  
  1250     1.47509632052114E-5   2.1370138137791E-5   
  1252     1.47142200622363E-5   2.02235559180864E-5  
  1254     1.46776268720833E-5   1.92150295398058E-5  
  1256     1.46411827850807E-5   1.83388521917252E-5  
  1258     1.46048869577136E-5   1.7586570322909E-5   
  1260     1.45687385525702E-5   1.694781089945E-5    
  1262     1.45327367382875E-5   1.64110432317194E-5  
  1264     1.44968806894982E-5   1.59642450107725E-5  
  1266     1.44611695867782E-5   1.55954544446962E-5  
  1268     1.44256026165946E-5   1.5293201527698E-5   
  1270     1.43901789712537E-5   1.50468208030744E-5  
  1272     1.43548978488505E-5   1.48466551069562E-5  
  1274     1.43197584532178E-5   1.46841646010117E-5  
  1276     1.42847599938765E-5   1.45519580511109E-5  
  1278     1.4249901685986E-5    1.44437640843437E-5  
  1280     1.4215182750295E-5    1.43543594554097E-5  
  1282     1.41806024130936E-5   1.42794696062032E-5  
  1284     1.41461599061649E-5   1.42156544234332E-5  
  1286     1.41118544667375E-5   1.41601894491422E-5  
  1288     1.40776853374388E-5   1.41109501646132E-5  
  1290     1.40436517662483E-5   1.40663045543387E-5  
  1292     1.40097530064514E-5   1.40250170901054E-5  
  1294     1.39759883165944E-5   1.39861656147287E-5  
  1296     1.39423569604385E-5   1.39490713562732E-5  
  1298     1.39088582069159E-5   1.39132414349868E-5  
  1300     1.38754913300853E-5   1.38783226821888E-5  
  1302     1.3842255609088E-5    1.38440653082186E-5  
  1304     1.3809150328105E-5    1.38102948696437E-5  
  1306     1.37761747763136E-5   1.3776891034216E-5   
  1308     1.37433282478451E-5   1.37437717747687E-5  
  1310     1.3710610041743E-5    1.37108818003349E-5  
  1312     1.36780194619213E-5   1.36781842248532E-5  
  1314     1.3645555817123E-5    1.36456546609718E-5  
  1316     1.36132184208797E-5   1.36132770965978E-5  
  1318     1.35810065914709E-5   1.35810410588534E-5  
  1320     1.35489196518843E-5   1.35489396922133E-5  
  1322     1.35169569297761E-5   1.3516968475867E-5   
  1324     1.34851177574316E-5   1.34851243826218E-5  
  1326     1.34534014717268E-5   1.3453405341859E-5   
  1328     1.34218074140896E-5   1.34218099168978E-5  
  1330     1.33903349304621E-5   1.33903371482881E-5  
  1332     1.33589833712625E-5   1.3358986556277E-5   
  1334     1.33277520913484E-5   1.33277583478444E-5  
  1336     1.32966404499791E-5   1.32966539501906E-5  
  1338     1.32656478107798E-5   1.32656771127571E-5  
  1340     1.32347735417048E-5   1.32348360092459E-5  
  1342     1.32040170150021E-5   1.32041470596719E-5  
  1344     1.31733776071775E-5   1.31736416088301E-5  
  1346     1.31428546989596E-5   1.31433771558997E-5  
  1348     1.31124476752651E-5   1.31134555076993E-5  
  1350     1.30821559251642E-5   1.30840509339935E-5  
  1352     1.30519788418462E-5   1.30554519393992E-5  
  1354     1.30219158225864E-5   1.30281202968864E-5  
  1356     1.29919662687118E-5   1.30027700333101E-5  
  1358     1.29621295855683E-5   1.29804665444603E-5  
  1360     1.2932405182488E-5    1.29627414101662E-5  
  1362     1.29027924727564E-5   1.29517115099935E-5  
  1364     1.28732908735802E-5   1.29501820116333E-5  
  1366     1.28438998060558E-5   1.29617029111502E-5  
  1368     1.2814618695137E-5    1.29905403283216E-5  
  1370     1.27854469696044E-5   1.30415199874766E-5  
  1372     1.27563840620337E-5   1.31197050216494E-5  
  1374     1.27274294087657E-5   1.32298866930251E-5  
  1376     1.26985824498755E-5   1.33758962152235E-5  
  1378     1.26698426291424E-5   1.35597867096578E-5  
  1380     1.264120939402E-5     1.37809803778963E-5  
  1382     1.26126821956068E-5   1.40355171823992E-5  
  1384     1.2584260488617E-5    1.43155653007472E-5  
  1386     1.25559437313513E-5   1.46093486492621E-5  
  1388     1.25277313856682E-5   1.49016056968558E-5  
  1390     1.24996229169556E-5   1.51746174881571E-5  
  1392     1.24716177941028E-5   1.5409741995204E-5   
  1394     1.24437154894721E-5   1.55892862352696E-5  
  1396     1.24159154788717E-5   1.56984615119691E-5  
  1398     1.2388217241528E-5    1.57271237172041E-5  
  1400     1.23606202600584E-5   1.56710147081229E-5  
  1402     1.23331240204446E-5   1.55322938596106E-5  
  1404     1.23057280120059E-5   1.53192676607282E-5  
  1406     1.22784317273729E-5   1.50453643519748E-5  
  1408     1.2251234662461E-5    1.47275293142516E-5  
  1410     1.22241363164449E-5   1.43843072422631E-5  
  1412     1.2197136191733E-5    1.40339112550378E-5  
  1414     1.21702337939414E-5   1.36925535867185E-5  
  1416     1.21434286318695E-5   1.33732382198597E-5  
  1418     1.21167202174744E-5   1.30851138307103E-5  
  1420     1.20901080658465E-5   1.28333804885451E-5  
  1422     1.2063591695185E-5    1.26196574936828E-5  
  1424     1.20371706267734E-5   1.24426664729805E-5  
  1426     1.20108443849559E-5   1.22990674264021E-5  
  1428     1.19846124971132E-5   1.21843009926175E-5  
  1430     1.19584744936388E-5   1.20933271340661E-5  
  1432     1.19324299079161E-5   1.20211961685402E-5  
  1434     1.19064782762949E-5   1.19634315191193E-5  
  1436     1.18806191380684E-5   1.19162372627974E-5  
  1438     1.18548520354504E-5   1.1876564329149E-5   
  1440     1.18291765135533E-5   1.18420774852074E-5  
  1442     1.18035921203648E-5   1.18110638508714E-5  
  1444     1.17780984067267E-5   1.17823163627072E-5  
  1446     1.17526949263125E-5   1.17550158719565E-5  
  1448     1.17273812356057E-5   1.17286260656517E-5  
  1450     1.17021568938781E-5   1.1702807679179E-5   
  1452     1.16770214631689E-5   1.16773530902967E-5  
  1454     1.16519745082633E-5   1.16521392324359E-5  
  1456     1.16270155966712E-5   1.16270953615406E-5  
  1458     1.16021442986072E-5   1.16021819756583E-5  
  1460     1.15773601869691E-5   1.1577377600796E-5   
  1462     1.15526628373183E-5   1.15526708358106E-5  
  1464     1.15280518278591E-5   1.15280557531979E-5  
  1466     1.15035267394187E-5   1.15035293603517E-5  
  1468     1.14790871554276E-5   1.14790902977392E-5  
  1470     1.14547326618997E-5   1.14547382945492E-5  
  1472     1.14304628474128E-5   1.14304741491434E-5  
  1474     1.14062773030892E-5   1.14063001885517E-5  
  1476     1.13821756225769E-5   1.13822213254155E-5  
  1478     1.13581574020302E-5   1.13582470062609E-5  
  1480     1.13342222400909E-5   1.13343945622152E-5  
  1482     1.13103697378699E-5   1.13106947579145E-5  
  1484     1.12865994989286E-5   1.12872007039824E-5  
  1486     1.12629111292605E-5   1.12640017556821E-5  
  1488     1.1239304237273E-5    1.12412445416706E-5  
  1490     1.12157784337695E-5   1.12191637878498E-5  
  1492     1.11923333319316E-5   1.11981260006592E-5  
  1494     1.11689685473012E-5   1.11786891601432E-5  
  1496     1.11456836977631E-5   1.11616810813673E-5  
  1498     1.11224784035276E-5   1.11482977134734E-5  
  1500     1.10993522871134E-5   1.11402200309285E-5  
  1502     1.107630497333E-5     1.1139744079129E-5   
  1504     1.10533360892615E-5   1.11499131096894E-5  
  1506     1.10304452642495E-5   1.11746338597355E-5  
  1508     1.1007632129876E-5    1.12187516449386E-5  
  1510     1.09848963199477E-5   1.1288052347121E-5   
  1512     1.09622374704791E-5   1.13891553991849E-5  
  1514     1.09396552196766E-5   1.15292626385908E-5  
  1516     1.0917149207922E-5    1.17157354879528E-5  
  1518     1.08947190777572E-5   1.19554887849023E-5  
  1520     1.08723644738679E-5   1.22542139315455E-5  
  1522     1.08500850430679E-5   1.26154752583876E-5  
  1524     1.08278804342842E-5   1.30397578645404E-5  
  1526     1.08057502985409E-5   1.35235769829408E-5  
  1528     1.07836942889442E-5   1.40587811201711E-5  
  1530     1.07617120606674E-5   1.46321868093461E-5  
  1532     1.07398032709359E-5   1.52256663884007E-5  
  1534     1.0717967579012E-5    1.5816769671862E-5   
  1536     1.06962046461806E-5   1.63798981813155E-5  
  1538     1.06745141357343E-5   1.68879741703026E-5  
  1540     1.06528957129589E-5   1.73144676948088E-5  
  1542     1.06313490451192E-5   1.76355774538159E-5  
  1544     1.06098738014447E-5   1.78323186508633E-5  
  1546     1.05884696531153E-5   1.78922638561155E-5  
  1548     1.05671362732477E-5   1.78107149293931E-5  
  1550     1.05458733368809E-5   1.75911522718647E-5  
  1552     1.0524680520963E-5    1.72449016442534E-5  
  1554     1.05035575043372E-5   1.67900629157892E-5  
  1556     1.04825039677286E-5   1.62498416879001E-5  
  1558     1.04615195937302E-5   1.56504976259767E-5  
  1560     1.04406040667902E-5   1.50191612236483E-5  
  1562     1.04197570731986E-5   1.43817692627397E-5  
  1564     1.03989783010738E-5   1.37613315138711E-5  
  1566     1.03782674403501E-5   1.31766766377783E-5  
  1568     1.03576241827644E-5   1.26417470643056E-5  
  1570     1.03370482218438E-5   1.21654349853281E-5  
  1572     1.03165392528927E-5   1.17518866693768E-5  
  1574     1.02960969729804E-5   1.14011582339072E-5  
  1576     1.02757210809284E-5   1.11100860009337E-5  
  1578     1.02554112772984E-5   1.0873237130207E-5   
  1580     1.02351672643798E-5   1.06838263611045E-5  
  1582     1.02149887461778E-5   1.0534515507252E-5   
  1584     1.0194875428401E-5    1.04180467348775E-5  
  1586     1.01748270184498E-5   1.03276926425729E-5  
  1588     1.01548432254045E-5   1.02575316925186E-5  
  1590     1.01349237600132E-5   1.02025747049843E-5  
  1592     1.01150683346806E-5   1.015877688706E-5    
  1594     1.00952766634565E-5   1.01229715338961E-5  
  1596     1.00755484620239E-5   1.00927581347646E-5  
  1598     1.00558834476877E-5   1.00663712923221E-5  
  1600     1.0036281339364E-5    1.00425495017309E-5  
  1602     1.00167418575682E-5   1.00204158189704E-5  
  1604     9.99726472440437E-6   9.9993766047108E-6   
  1606     9.97784966355412E-6   9.97904020459319E-6  
  1608     9.95849640026565E-6   9.95915460317856E-6  
  1610     9.93920466134301E-6   9.93956153590173E-6  
  1612     9.9199741751353E-6    9.92016393822219E-6  
  1614     9.9008046715261E-6    9.90090362891867E-6  
  1616     9.88169588192286E-6   9.88174649061449E-6  
  1618     9.86264753924646E-6   9.86267292221055E-6  
  1620     9.84365937792083E-6   9.84367186324779E-6  
  1622     9.8247311338626E-6    9.82473715665459E-6  
  1624     9.80586254447096E-6   9.80586539375776E-6  
  1626     9.78705334861744E-6   9.78705467056683E-6  
  1628     9.76830328663593E-6   9.76830388813347E-6  
  1630     9.74961210031268E-6   9.7496123687193E-6   
  1632     9.73097953287637E-6   9.73097965033718E-6  
  1634     9.71240532898836E-6   9.71240537940026E-6  
  1636     9.69388923473292E-6   9.69388925595136E-6  
  1638     9.67543099760757E-6   9.67543100636616E-6  
  1640     9.65703036651352E-6   9.65703037005917E-6  
  1642     9.63868709174616E-6   9.63868709315382E-6  
  1644     9.62040092498562E-6   9.6204009255337E-6   
  1646     9.60217161928744E-6   9.60217161949671E-6  
  1648     9.58399892907326E-6   9.58399892915163E-6  
  1650     9.56588261012166E-6   9.56588261015044E-6  
  1652     9.547822419559E-6     9.54782241956937E-6  
  1654     9.52981811585037E-6   9.52981811585403E-6  
  1656     9.5118694587906E-6    9.51186945879187E-6  
  1658     9.49397620949534E-6   9.49397620949577E-6  
  1660     9.47613813039224E-6   9.47613813039238E-6  
  1662     9.45835498521213E-6   9.45835498521217E-6  
  1664     9.44062653898036E-6   9.44062653898037E-6  
  1666     9.42295255800814E-6   9.42295255800814E-6  
  1668     9.40533280988397E-6   9.40533280988397E-6  
  1670     9.38776706346515E-6   9.38776706346515E-6  
  1672     9.37025508886932E-6   9.37025508886932E-6  
  1674     9.35279665746612E-6   9.35279665746612E-6  
  1676     9.33539154186887E-6   9.33539154186887E-6  
  1678     9.31803951592633E-6   9.31803951592633E-6  
  1680     9.30074035471452E-6   9.30074035471452E-6  
  1682     9.28349383452864E-6   9.28349383452864E-6  
  1684     9.26629973287499E-6   9.26629973287499E-6  
  1686     9.24915782846298E-6   9.24915782846298E-6  
  1688     9.23206790119724E-6   9.23206790119724E-6  
  1690     9.21502973216973E-6   9.21502973216973E-6  
  1692     9.19804310365195E-6   9.19804310365195E-6  
  1694     9.18110779908721E-6   9.18110779908721E-6  
  1696     9.16422360308292E-6   9.16422360308292E-6  
  1698     9.147390301403E-6     9.147390301403E-6    
  1700     9.1306076809603E-6    9.1306076809603E-6   
  1702     9.1138755298091E-6    9.1138755298091E-6   
  1704     9.09719363713767E-6   9.09719363713767E-6  
  1706     9.08056179326086E-6   9.08056179326086E-6  
  1708     9.06397978961281E-6   9.06397978961281E-6  
  1710     9.04744741873962E-6   9.04744741873962E-6  
  1712     9.03096447429216E-6   9.03096447429217E-6  
  1714     9.01453075101893E-6   9.01453075101894E-6  
  1716     8.99814604475887E-6   8.9981460447589E-6   
  1718     8.98181015243441E-6   8.98181015243446E-6  
  1720     8.96552287204438E-6   8.96552287204447E-6  
  1722     8.94928400265709E-6   8.94928400265727E-6  
  1724     8.93309334440346E-6   8.9330933444038E-6   
  1726     8.91695069847014E-6   8.91695069847079E-6  
  1728     8.90085586709273E-6   8.90085586709397E-6  
  1730     8.88480865354906E-6   8.88480865355139E-6  
  1732     8.86880886215245E-6   8.86880886215682E-6  
  1734     8.85285629824513E-6   8.85285629825329E-6  
  1736     8.83695076819163E-6   8.83695076820672E-6  
  1738     8.82109207937223E-6   8.82109207939993E-6  
  1740     8.80528004017646E-6   8.80528004022696E-6  
  1742     8.7895144599967E-6    8.78951446008812E-6  
  1744     8.77379514922176E-6   8.77379514938605E-6  
  1746     8.75812191923053E-6   8.75812191952368E-6  
  1748     8.74249458238572E-6   8.74249458290503E-6  
  1750     8.72691295202756E-6   8.72691295294091E-6  
  1752     8.71137684246762E-6   8.7113768440625E-6   
  1754     8.69588606898269E-6   8.69588607174767E-6  
  1756     8.6804404478086E-6    8.68044045256777E-6  
  1758     8.66503979613421E-6   8.66503980426714E-6  
  1760     8.64968393209537E-6   8.64968394589408E-6  
  1762     8.63437267476895E-6   8.63437269801266E-6  
  1764     8.6191058441669E-6    8.61910588303989E-6  
  1766     8.60388326123037E-6   8.60388332577592E-6  
  1768     8.58870474782389E-6   8.58870485422846E-6  
  1770     8.57357012672953E-6   8.5735703008821E-6   
  1772     8.55847922164116E-6   8.55847950463385E-6  
  1774     8.54343185715876E-6   8.54343231371701E-6  
  1776     8.52842785878271E-6   8.52842859007814E-6  
  1778     8.5134670529082E-6    8.51346821586929E-6  
  1780     8.49854926681959E-6   8.49855110299085E-6  
  1782     8.48367432868493E-6   8.48367720699021E-6  
  1784     8.46884206755038E-6   8.46884654711905E-6  
  1786     8.45405231333482E-6   8.45405923500995E-6  
  1788     8.43930489682436E-6   8.4393155152932E-6   
  1790     8.42459964966698E-6   8.42461582258011E-6  
  1792     8.40993640436719E-6   8.40996086064067E-6  
  1794     8.39531499428073E-6   8.39535171134772E-6  
  1796     8.38073525360927E-6   8.38078998309319E-6  
  1798     8.3661970173952E-6    8.36627801093785E-6  
  1800     8.35170012151643E-6   8.35181912374904E-6  
  1802     8.33724440268125E-6   8.33741799699473E-6  
  1804     8.32282969842321E-6   8.32308111363525E-6  
  1806     8.30845584709601E-6   8.30881735956366E-6  
  1808     8.29412268786851E-6   8.29463878408971E-6  
  1810     8.27983006071967E-6   8.28056155974242E-6  
  1812     8.26557780643362E-6   8.26660717877E-6     
  1814     8.25136576659471E-6   8.25280392560524E-6  
  1816     8.23719378358261E-6   8.23918866457323E-6  
  1818     8.22306170056743E-6   8.22580897945488E-6  
  1820     8.20896936150495E-6   8.2127256952936E-6   
  1822     8.19491661113175E-6   8.200015802094E-6    
  1824     8.18090329496052E-6   8.18777578386562E-6  
  1826     8.16692925927527E-6   8.17612533396301E-6  
  1828     8.1529943511267E-6    8.16521140822629E-6  
  1830     8.1390984183275E-6    8.15521253073902E-6  
  1832     8.12524130944776E-6   8.14634322329637E-6  
  1834     8.11142287381034E-6   8.13885837976922E-6  
  1836     8.09764296148635E-6   8.13305735211156E-6  
